Korean,Part of Speech,Example Sentence,English,Sentence Translation,Etymology
시작,Noun,일을 시작하기 전에 각자의 목표를 공유하는 것도 과제 수행 동기와 집중도를 높이는 데 도움이 된다.,start,Sharing individual goals before starting work also helps increase motivation for task performance and concentration.,시 (begin) + 작 (make)
공유,Noun,일을 시작하기 전에 각자의 목표를 공유하는 것도 과제 수행 동기와 집중도를 높이는 데 도움이 된다.,sharing,Sharing individual goals before starting work also helps increase motivation for task performance and concentration.,공 (common/public) + 유 (possess)
집중도,Noun,일을 시작하기 전에 각자의 목표를 공유하는 것도 과제 수행 동기와 집중도를 높이는 데 도움이 된다.,concentration level,Sharing individual goals before starting work also helps increase motivation for task performance and concentration.,집 (gather) + 중 (center) + 도 (degree)
카공족,Noun,‘카공족’,cafe studiers,'Cafe studiers',"카 (cafe, loanword abbreviation) + 공 (study, from Hanja 功 'merit/work') + 족 (group, Hanja 族 'tribe/family')"
미,Noun,부터 ‘스터디 윗 미’까지…이미 익숙했던 ‘함께 집중하기’ 효과,me,From '~with me' to 'study with me'... the already familiar 'concentrating together' effect,Loanword
한국,Noun,한국에는 어드민 나이트와 닮은 문화가 이미 오래전부터 자리 잡고 있었다. ‘카공족(카페에서 공부하는 사람들)’,Korea,"In Korea, a culture similar to Admin Night has already been established for a long time. 'Kagongjok (people who study in cafes)'",한 (Korea) + 국 (country)
닮다,Verb,한국에는 어드민 나이트와 닮은 문화가 이미 오래전부터 자리 잡고 있었다. ‘카공족(카페에서 공부하는 사람들)’,resemble,"In Korea, a culture similar to Admin Night has already been established for a long time. 'Kagongjok (people who study in cafes)'",Pure Korean
카,Noun,한국에는 어드민 나이트와 닮은 문화가 이미 오래전부터 자리 잡고 있었다. ‘카공족(카페에서 공부하는 사람들)’,cafe,"In Korea, a culture similar to Admin Night has already been established for a long time. 'Kagongjok (people who study in cafes)'","카 (cafe, loanword abbreviation)"
공,Noun,한국에는 어드민 나이트와 닮은 문화가 이미 오래전부터 자리 잡고 있었다. ‘카공족(카페에서 공부하는 사람들)’,study,"In Korea, a culture similar to Admin Night has already been established for a long time. 'Kagongjok (people who study in cafes)'","공 (study, from Hanja 功 'merit/work')"
족,Noun,한국에는 어드민 나이트와 닮은 문화가 이미 오래전부터 자리 잡고 있었다. ‘카공족(카페에서 공부하는 사람들)’,group of people,"In Korea, a culture similar to Admin Night has already been established for a long time. 'Kagongjok (people who study in cafes)'","족 (group, Hanja 族 'tribe/family')"
신조어,Noun,이라는 신조어가 등장한 것도 벌써 10년이 훌쩍 넘었다.,neologism,It's already been well over 10 years since this neologism appeared.,신 (new) + 조 (create) + 어 (word)
등장,Noun,이라는 신조어가 등장한 것도 벌써 10년이 훌쩍 넘었다.,appearance,It's already been well over 10 years since this neologism appeared.,등 (ascend/appear) + 장 (stage/scene)
훌쩍,Adverb,이라는 신조어가 등장한 것도 벌써 10년이 훌쩍 넘었다.,well over,It's already been well over 10 years since this neologism appeared.,Pure Korean
넘다,Verb,이라는 신조어가 등장한 것도 벌써 10년이 훌쩍 넘었다.,exceed,It's already been well over 10 years since this neologism appeared.,Pure Korean
대형,Noun,"대형 카페에 들어서면 노트북이나 참고서, 책을 펼쳐놓고 낯선 사람들 사이에 앉아 각자의 일에 집중하는 풍경을 쉽게 볼 수 있다.",large-scale,"If you enter a large cafe, you can easily see the scene of people spreading out their laptops, reference books, or books, sitting among strangers, and concentrating on their own work.",대 (big) + 형 (type/form)
들어서다,Verb,"대형 카페에 들어서면 노트북이나 참고서, 책을 펼쳐놓고 낯선 사람들 사이에 앉아 각자의 일에 집중하는 풍경을 쉽게 볼 수 있다.",enter,"If you enter a large cafe, you can easily see the scene of people spreading out their laptops, reference books, or books, sitting among strangers, and concentrating on their own work.",Pure Korean
노트북,Noun,"대형 카페에 들어서면 노트북이나 참고서, 책을 펼쳐놓고 낯선 사람들 사이에 앉아 각자의 일에 집중하는 풍경을 쉽게 볼 수 있다.",laptop,"If you enter a large cafe, you can easily see the scene of people spreading out their laptops, reference books, or books, sitting among strangers, and concentrating on their own work.",Loanword
참고서,Noun,"대형 카페에 들어서면 노트북이나 참고서, 책을 펼쳐놓고 낯선 사람들 사이에 앉아 각자의 일에 집중하는 풍경을 쉽게 볼 수 있다.",reference book,"If you enter a large cafe, you can easily see the scene of people spreading out their laptops, reference books, or books, sitting among strangers, and concentrating on their own work.",참 (refer) + 고 (consider) + 서 (book)
펼치다,Verb,"대형 카페에 들어서면 노트북이나 참고서, 책을 펼쳐놓고 낯선 사람들 사이에 앉아 각자의 일에 집중하는 풍경을 쉽게 볼 수 있다.",spread out,"If you enter a large cafe, you can easily see the scene of people spreading out their laptops, reference books, or books, sitting among strangers, and concentrating on their own work.",Pure Korean
낯설다,Adjective,"대형 카페에 들어서면 노트북이나 참고서, 책을 펼쳐놓고 낯선 사람들 사이에 앉아 각자의 일에 집중하는 풍경을 쉽게 볼 수 있다.",unfamiliar,"If you enter a large cafe, you can easily see the scene of people spreading out their laptops, reference books, or books, sitting among strangers, and concentrating on their own work.",Pure Korean
풍경,Noun,"대형 카페에 들어서면 노트북이나 참고서, 책을 펼쳐놓고 낯선 사람들 사이에 앉아 각자의 일에 집중하는 풍경을 쉽게 볼 수 있다.",scene,"If you enter a large cafe, you can easily see the scene of people spreading out their laptops, reference books, or books, sitting among strangers, and concentrating on their own work.",풍 (wind/style) + 경 (scene/view)
업종,Noun,스터디카페라는 업종이 전국적으로 수천 개 이상 생겨난 것도 같은 맥락이다.,business category,The fact that thousands of study cafe businesses have emerged nationwide is in the same context.,업 (business/industry) + 종 (kind/type)
전국,Noun,스터디카페라는 업종이 전국적으로 수천 개 이상 생겨난 것도 같은 맥락이다.,nationwide,The fact that thousands of study cafe businesses have emerged nationwide is in the same context.,전 (whole/entire) + 국 (country)
맥락,Noun,스터디카페라는 업종이 전국적으로 수천 개 이상 생겨난 것도 같은 맥락이다.,context,The fact that thousands of study cafe businesses have emerged nationwide is in the same context.,맥 (vein/pulse) + 락 (connect)
일찍이,Adverb,온라인에서도 일찍이 비슷한 형태의 문화가 자리 잡았다. ‘스터디 윗 미(Study With Me)’,early on,"Online, a similar form of culture was established early on. 'Study With Me'",Pure Korean
콘텐츠,Noun,콘텐츠가 대표적이다.,content,Content is a representative example.,Loanword
대표,Noun,콘텐츠가 대표적이다.,representative example,Content is a representative example.,대 (represent) + 표 (express/show)
크리에이터,Noun,크리에이터들이 아무 말 없이 공부하는 모습만 담아 올리는 이 영상은 수백만 조회수를 기록하며 하나의 콘텐츠 장르로 자리 잡았다.,creator,"This video, uploaded by creators showing only themselves studying silently, recorded millions of views and established itself as a content genre.",Loanword (from English 'creator')
담다,Verb,크리에이터들이 아무 말 없이 공부하는 모습만 담아 올리는 이 영상은 수백만 조회수를 기록하며 하나의 콘텐츠 장르로 자리 잡았다.,capture,"This video, uploaded by creators showing only themselves studying silently, recorded millions of views and established itself as a content genre.",Pure Korean
영상,Noun,크리에이터들이 아무 말 없이 공부하는 모습만 담아 올리는 이 영상은 수백만 조회수를 기록하며 하나의 콘텐츠 장르로 자리 잡았다.,video,"This video, uploaded by creators showing only themselves studying silently, recorded millions of views and established itself as a content genre.","映 (shine, reflect) + 像 (image, figure)"
조회,Noun,크리에이터들이 아무 말 없이 공부하는 모습만 담아 올리는 이 영상은 수백만 조회수를 기록하며 하나의 콘텐츠 장르로 자리 잡았다.,view,"This video, uploaded by creators showing only themselves studying silently, recorded millions of views and established itself as a content genre.","照 (illuminate, shine on) + 會 (gather, meet)"
장르,Noun,크리에이터들이 아무 말 없이 공부하는 모습만 담아 올리는 이 영상은 수백만 조회수를 기록하며 하나의 콘텐츠 장르로 자리 잡았다.,genre,"This video, uploaded by creators showing only themselves studying silently, recorded millions of views and established itself as a content genre.",Loanword (from French 'genre')
틀다,Verb,이를 틀어놓은 채 함께 공부하는 사람들도 많다.,play,Many people also study together while playing this.,Pure Korean
화면,Noun,화면 너머 누군가가 집중하는 모습을 보는 것만으로도 연결감과 적당한 긴장감을 동시에 얻을 수 있기 때문이다.,screen,"This is because just by looking at someone concentrating beyond the screen, one can simultaneously gain a sense of connection and appropriate tension.","畫 (draw, paint; picture) + 面 (face, surface)"
너머,Noun,화면 너머 누군가가 집중하는 모습을 보는 것만으로도 연결감과 적당한 긴장감을 동시에 얻을 수 있기 때문이다.,beyond,"This is because just by looking at someone concentrating beyond the screen, one can simultaneously gain a sense of connection and appropriate tension.",Pure Korean
긴장감,Noun,화면 너머 누군가가 집중하는 모습을 보는 것만으로도 연결감과 적당한 긴장감을 동시에 얻을 수 있기 때문이다.,tension,"This is because just by looking at someone concentrating beyond the screen, one can simultaneously gain a sense of connection and appropriate tension.","緊 (tight, urgent) + 張 (stretch, spread) + 感 (feel, sense)"
동시,Noun,화면 너머 누군가가 집중하는 모습을 보는 것만으로도 연결감과 적당한 긴장감을 동시에 얻을 수 있기 때문이다.,simultaneously,"This is because just by looking at someone concentrating beyond the screen, one can simultaneously gain a sense of connection and appropriate tension.","同 (same, alike) + 時 (time, hour)"
때문,Noun,화면 너머 누군가가 집중하는 모습을 보는 것만으로도 연결감과 적당한 긴장감을 동시에 얻을 수 있기 때문이다.,because of,"This is because just by looking at someone concentrating beyond the screen, one can simultaneously gain a sense of connection and appropriate tension.",Pure Korean
재미없다,Adjective,"스터디 윗 미 콘텐츠에는 “이 영상 없으면 공부가 재미없다”, “이거보면서 정신줄 부여잡고 공부한다”, “같이 공부하는 느낌이라 집중이 확실히 잘 된다” 등의 댓글이 이어진다.",boring,"Comments such as “Studying is boring without this video,” “I hold myself together and study while watching this,” and “I concentrate much better because it feels like studying together” follow for ""Study With Me"" content.",Pure Korean
확실히,Adverb,"스터디 윗 미 콘텐츠에는 “이 영상 없으면 공부가 재미없다”, “이거보면서 정신줄 부여잡고 공부한다”, “같이 공부하는 느낌이라 집중이 확실히 잘 된다” 등의 댓글이 이어진다.",definitely,"Comments such as “Studying is boring without this video,” “I hold myself together and study while watching this,” and “I concentrate much better because it feels like studying together” follow for ""Study With Me"" content.","確 (firm, certain) + 實 (true, real)"
댓글,Noun,"스터디 윗 미 콘텐츠에는 “이 영상 없으면 공부가 재미없다”, “이거보면서 정신줄 부여잡고 공부한다”, “같이 공부하는 느낌이라 집중이 확실히 잘 된다” 등의 댓글이 이어진다.",comment,"Comments such as “Studying is boring without this video,” “I hold myself together and study while watching this,” and “I concentrate much better because it feels like studying together” follow for ""Study With Me"" content.",Pure Korean
이어지다,Verb,"스터디 윗 미 콘텐츠에는 “이 영상 없으면 공부가 재미없다”, “이거보면서 정신줄 부여잡고 공부한다”, “같이 공부하는 느낌이라 집중이 확실히 잘 된다” 등의 댓글이 이어진다.",follow,"Comments such as “Studying is boring without this video,” “I hold myself together and study while watching this,” and “I concentrate much better because it feels like studying together” follow for ""Study With Me"" content.",Pure Korean
추구,Noun,효율과 연결을 동시에 추구하는 MZ세대,pursuit,The MZ generation simultaneously pursuing efficiency and connection.,"追 (pursue, chase) + 求 (seek, demand)"
때,Noun,"카공족과 스터디 윗 미, 그리고 어드민 나이트는 모두 혼자보다 함께일 때 더 잘 집중할 수 있다는 감각에서 출발한다.",when,"Café-study groups (Kagongjok), Study With Me, and Admin Night all originate from the sense that one can concentrate better when together than alone.",Pure Korean
출발,Noun,"카공족과 스터디 윗 미, 그리고 어드민 나이트는 모두 혼자보다 함께일 때 더 잘 집중할 수 있다는 감각에서 출발한다.",originate,"Café-study groups (Kagongjok), Study With Me, and Admin Night all originate from the sense that one can concentrate better when together than alone.","出 (go out, emerge) + 發 (send forth, dispatch)"
실속,Noun,동시에 그 시간이 실속 있는 연결이어야 한다는 인식이 깔려 있다.,substance,"Simultaneously, there is an underlying awareness that the time should be a substantive connection.","實 (true, real) + 屬 (belong, category)"
깔리다,Verb,동시에 그 시간이 실속 있는 연결이어야 한다는 인식이 깔려 있다.,underlie,"Simultaneously, there is an underlying awareness that the time should be a substantive connection.",Pure Korean
선호,Noun,"MZ세대는 이처럼 의미 있게 시간을 쓰는 방식을 선호하고, 소모적인 만남보다 효율성 높은 인간관계를 추구하는 경향이 강하다.",preference,The MZ generation prefers this way of meaningfully spending time and tends strongly to pursue efficient human relationships rather than superficial encounters.,"選 (choose, select) + 好 (good, like)"
만남,Noun,"MZ세대는 이처럼 의미 있게 시간을 쓰는 방식을 선호하고, 소모적인 만남보다 효율성 높은 인간관계를 추구하는 경향이 강하다.",encounter,The MZ generation prefers this way of meaningfully spending time and tends strongly to pursue efficient human relationships rather than superficial encounters.,Pure Korean
경향,Noun,"MZ세대는 이처럼 의미 있게 시간을 쓰는 방식을 선호하고, 소모적인 만남보다 효율성 높은 인간관계를 추구하는 경향이 강하다.",tendency,The MZ generation prefers this way of meaningfully spending time and tends strongly to pursue efficient human relationships rather than superficial encounters.,"傾 (lean, incline) + 向 (direction, aspect)"
휴식,Noun,어드민 나이트의 유행을 두고 퇴근 후의 휴식 시간마저 생산성으로 채워야 하는 현실을 반영한다는 비판적인 시각도 있다.,rest,"Regarding the popularity of Admin Night, there is also a critical view that it reflects the reality of having to fill even post-work rest time with productivity.","休 (rest, cease) + 息 (breathe, rest)"
채우다,Verb,어드민 나이트의 유행을 두고 퇴근 후의 휴식 시간마저 생산성으로 채워야 하는 현실을 반영한다는 비판적인 시각도 있다.,fill,"Regarding the popularity of Admin Night, there is also a critical view that it reflects the reality of having to fill even post-work rest time with productivity.",Pure Korean
반영,Noun,어드민 나이트의 유행을 두고 퇴근 후의 휴식 시간마저 생산성으로 채워야 하는 현실을 반영한다는 비판적인 시각도 있다.,reflection,"Regarding the popularity of Admin Night, there is also a critical view that it reflects the reality of having to fill even post-work rest time with productivity.","反 (turn back, contrary) + 映 (shine, reflect)"
비판,Noun,어드민 나이트의 유행을 두고 퇴근 후의 휴식 시간마저 생산성으로 채워야 하는 현실을 반영한다는 비판적인 시각도 있다.,criticism,"Regarding the popularity of Admin Night, there is also a critical view that it reflects the reality of having to fill even post-work rest time with productivity.","批 (criticize, comment) + 判 (judge, decide)"
시각,Noun,어드민 나이트의 유행을 두고 퇴근 후의 휴식 시간마저 생산성으로 채워야 하는 현실을 반영한다는 비판적인 시각도 있다.,perspective,"Regarding the popularity of Admin Night, there is also a critical view that it reflects the reality of having to fill even post-work rest time with productivity.","視 (see, look) + 角 (corner, horn; angle)"
어차피,Adverb,하지만 어차피 해야 할 일이라면 혼자 끙끙대기보다 함께 가볍게 해치우는 편이 낫지 않을까.,anyway,"But if it's something that needs to be done anyway, wouldn't it be better to lightly tackle it together rather than struggling alone?","於 (at, in) + 此 (this) + 彼 (that)"
끙끙대다,Verb,하지만 어차피 해야 할 일이라면 혼자 끙끙대기보다 함께 가볍게 해치우는 편이 낫지 않을까.,struggle,"But if it's something that needs to be done anyway, wouldn't it be better to lightly tackle it together rather than struggling alone?",Pure Korean
반복,Noun,"어드민 나이트는 반복되는 일상 속에서 미뤄둔 ‘어른의 일들’을 함께 정리하는, 실용적인 연대의 방식이다.",repetition,Admin Night is a practical form of solidarity that helps organize 'adult tasks' that have been put off amid repetitive daily life.,"反 (반 - reverse, return) + 復 (복 - return, repeat)"
일상,Noun,"어드민 나이트는 반복되는 일상 속에서 미뤄둔 ‘어른의 일들’을 함께 정리하는, 실용적인 연대의 방식이다.",daily life,Admin Night is a practical form of solidarity that helps organize 'adult tasks' that have been put off amid repetitive daily life.,"日 (일 - day) + 常 (상 - usual, regular)"
어른,Noun,"어드민 나이트는 반복되는 일상 속에서 미뤄둔 ‘어른의 일들’을 함께 정리하는, 실용적인 연대의 방식이다.",adult,Admin Night is a practical form of solidarity that helps organize 'adult tasks' that have been put off amid repetitive daily life.,Pure Korean
실용,Noun,"어드민 나이트는 반복되는 일상 속에서 미뤄둔 ‘어른의 일들’을 함께 정리하는, 실용적인 연대의 방식이다.",practicality,Admin Night is a practical form of solidarity that helps organize 'adult tasks' that have been put off amid repetitive daily life.,"實 (실 - real, true) + 用 (용 - use, utilize)"
연대,Noun,"어드민 나이트는 반복되는 일상 속에서 미뤄둔 ‘어른의 일들’을 함께 정리하는, 실용적인 연대의 방식이다.",solidarity,Admin Night is a practical form of solidarity that helps organize 'adult tasks' that have been put off amid repetitive daily life.,"聯 (연 - connect, link) + 帶 (대 - belt, band, connection)"
실천,Noun,"어드민 나이트 실천 가이드
혼자서는 자꾸 미루게 되는 잡무, 어드민 나이트로 해치우는 법을 소개한다.",practice,"Admin Night Practice Guide
This guide introduces how to tackle miscellaneous tasks that you keep postponing when alone, using Admin Night.","實 (실 - real, actual) + 踐 (천 - tread, practice)"
가이드,Noun,"어드민 나이트 실천 가이드
혼자서는 자꾸 미루게 되는 잡무, 어드민 나이트로 해치우는 법을 소개한다.",guide,"Admin Night Practice Guide
This guide introduces how to tackle miscellaneous tasks that you keep postponing when alone, using Admin Night.",Pure Korean
자꾸,Adverb,"어드민 나이트 실천 가이드
혼자서는 자꾸 미루게 되는 잡무, 어드민 나이트로 해치우는 법을 소개한다.",repeatedly,"This guide introduces how to tackle miscellaneous tasks that you keep postponing when alone, using Admin Night.",Pure Korean
소개,Noun,"어드민 나이트 실천 가이드
혼자서는 자꾸 미루게 되는 잡무, 어드민 나이트로 해치우는 법을 소개한다.",introduction,"This guide introduces how to tackle miscellaneous tasks that you keep postponing when alone, using Admin Night.","紹 (소 - introduce, connect) + 介 (개 - introduce, mediate)"
고르다,Verb,STEP 1. 함께할 사람을 고른다.,choose,STEP 1. Choose someone to work with.,Pure Korean
선택,Noun,바디 더블링 효과를 높이려면 상대 선택이 중요하다.,selection,"To maximize the body doubling effect, partner selection is important.","選 (선 - select, choose) + 擇 (택 - choose, select)"
방해,Noun,집중을 방해하지 않으면서도 생산성에 긍정적인 영향을 줄 수 있는 사람이 좋다.,interruption,It's good to have someone who won't interrupt your focus but can positively impact your productivity.,"妨 (방 - hinder, obstruct) + 害 (해 - harm, damage)"
긍정,Noun,집중을 방해하지 않으면서도 생산성에 긍정적인 영향을 줄 수 있는 사람이 좋다.,positive,It's good to have someone who won't interrupt your focus but can positively impact your productivity.,"肯 (긍 - willing, affirm) + 定 (정 - determine, fix)"
이야깃거리,Noun,만나면 이야깃거리가 계속 생기는 관계라면 원 없이 대화할 수 있는 날 약속을 따로 잡는 편이 낫다.,conversation topic,"If you have a relationship where conversation topics constantly arise when you meet, it's better to arrange a separate day to talk as much as you want.",Pure Korean
따로,Adverb,만나면 이야깃거리가 계속 생기는 관계라면 원 없이 대화할 수 있는 날 약속을 따로 잡는 편이 낫다.,separately,"If you have a relationship where conversation topics constantly arise when you meet, it's better to arrange a separate day to talk as much as you want.",Pure Korean
줌,Noun,직접 만나기 어렵다면 줌(Zoom)이나 구글 미트 등 화상 회의로 진행하는 것도 가능하다.,Zoom,"If it's difficult to meet in person, it's also possible to conduct it via video conference using platforms like Zoom or Google Meet.",Pure Korean
구글,Noun,직접 만나기 어렵다면 줌(Zoom)이나 구글 미트 등 화상 회의로 진행하는 것도 가능하다.,Google,"If it's difficult to meet in person, it's also possible to conduct it via video conference using platforms like Zoom or Google Meet.",Pure Korean
미트,Noun,직접 만나기 어렵다면 줌(Zoom)이나 구글 미트 등 화상 회의로 진행하는 것도 가능하다.,Meet,"If it's difficult to meet in person, it's also possible to conduct it via video conference using platforms like Zoom or Google Meet.",Pure Korean
화상,Noun,직접 만나기 어렵다면 줌(Zoom)이나 구글 미트 등 화상 회의로 진행하는 것도 가능하다.,video,"If it's difficult to meet in person, it's also possible to conduct it via video conference using platforms like Zoom or Google Meet.","畫 (화 - picture, drawing) + 像 (상 - image, figure)"
진행,Noun,직접 만나기 어렵다면 줌(Zoom)이나 구글 미트 등 화상 회의로 진행하는 것도 가능하다.,conduct,"If it's difficult to meet in person, it's also possible to conduct it via video conference using platforms like Zoom or Google Meet.","進 (진 - advance, progress) + 行 (행 - go, carry out)"
가능,Noun,직접 만나기 어렵다면 줌(Zoom)이나 구글 미트 등 화상 회의로 진행하는 것도 가능하다.,possibility,"If it's difficult to meet in person, it's also possible to conduct it via video conference using platforms like Zoom or Google Meet.","可 (가 - possible, able) + 能 (능 - ability, capable)"
켜다,Verb,"카메라를 켜두고 각자 일하는 온라인 플랫폼이나, 유튜브에서 실시간으로 진행되는 스터디 윗 미 콘텐츠를 함께 틀어두는 것도 방법이다.",turn on,Another method is to turn on your camera and either work on your respective online platforms or collectively stream 'study with me' content that is streamed live on YouTube.,Pure Korean
플랫폼,Noun,"카메라를 켜두고 각자 일하는 온라인 플랫폼이나, 유튜브에서 실시간으로 진행되는 스터디 윗 미 콘텐츠를 함께 틀어두는 것도 방법이다.",platform,Another method is to turn on your camera and either work on your respective online platforms or collectively stream 'study with me' content that is streamed live on YouTube.,Pure Korean
유튜브,Noun,"카메라를 켜두고 각자 일하는 온라인 플랫폼이나, 유튜브에서 실시간으로 진행되는 스터디 윗 미 콘텐츠를 함께 틀어두는 것도 방법이다.",YouTube,Another method is to turn on your camera and either work on your respective online platforms or collectively stream 'study with me' content that is streamed live on YouTube.,Pure Korean
실시간,Noun,"카메라를 켜두고 각자 일하는 온라인 플랫폼이나, 유튜브에서 실시간으로 진행되는 스터디 윗 미 콘텐츠를 함께 틀어두는 것도 방법이다.",real-time,Another method is to turn on your camera and either work on your respective online platforms or collectively stream 'study with me' content that is streamed live on YouTube.,"實 (실 - real, actual) + 時 (시 - time) + 間 (간 - between, interval)"
목록,Noun,STEP 3. 할 일 목록을 미리 만든다.,list,STEP 3. Create a to-do list in advance.,"目 (목 - eye, item) + 錄 (록 - record, list)"
미리,Adverb,STEP 3. 할 일 목록을 미리 만든다.,in advance,STEP 3. Create a to-do list in advance.,Pure Korean
업무,Noun,모임 전에 각자 처리할 업무를 정리해 온다. ‘뭔가 하겠지’라는 마음으로 모이면 시간만 흐르기 쉽다.,task,"Before the meeting, each person should prepare the tasks they need to handle. If you gather with a mindset of 'something will get done,' it's easy for time to just pass by.","業 (업 - business, work) + 務 (무 - task, duty)"
구체,Noun,작고 구체적인 과제일수록 좋다.,specific,"The smaller and more specific the task, the better.","具 (구 - provide, specific) + 體 (체 - body, form, substance)"
짧다,Adjective,시작 전에 할 일 목록과 오늘의 목표를 짧게 공유하는 것도 효과적이다.,brief,Sharing your to-do list and today's goals briefly before starting is also effective.,Pure Korean
꺼내다,Verb,"말로 꺼내는 것만으로도 실행에 대한 책임감이 생기고, 서로의 목표를 인식하는 것 자체가 집중력을 높이는 데 도움이 된다.",to speak out,"Just speaking it out creates a sense of responsibility for execution, and recognizing each other's goals itself helps increase focus.",Pure Korean
실행,Noun,"말로 꺼내는 것만으로도 실행에 대한 책임감이 생기고, 서로의 목표를 인식하는 것 자체가 집중력을 높이는 데 도움이 된다.",execution,"Just speaking it out creates a sense of responsibility for execution, and recognizing each other's goals itself helps increase focus.","實 (real, actual) + 行 (act, do)"
세션,Noun,STEP 4. 집중 세션을 설계한다.,session,STEP 4. Design focus sessions.,Pure Korean
설계,Noun,STEP 4. 집중 세션을 설계한다.,design,STEP 4. Design focus sessions.,"設 (establish, set up) + 計 (plan, calculate)"
내내,Adverb,함께 모였다고 해서 몇 시간 내내 집중력이 유지되지는 않는다.,throughout,Just because you gather together doesn't mean your concentration will be maintained throughout several hours.,Pure Korean
유지,Noun,함께 모였다고 해서 몇 시간 내내 집중력이 유지되지는 않는다.,maintained,Just because you gather together doesn't mean your concentration will be maintained throughout several hours.,"維 (maintain, tie) + 持 (hold, grasp)"
몰입도,Noun,일하는 시간과 쉬는 시간을 미리 정해두면 몰입도를 높일 수 있다. '포모도로 기법',level of immersion,"If you set working and resting hours in advance, you can increase your level of immersion. 'Pomodoro Technique'","沒 (sink, immerse) + 入 (enter) + 度 (degree, extent)"
포모도로,Noun,일하는 시간과 쉬는 시간을 미리 정해두면 몰입도를 높일 수 있다. '포모도로 기법',Pomodoro,"If you set working and resting hours in advance, you can increase your level of immersion. 'Pomodoro Technique'",Pure Korean
기법,Noun,일하는 시간과 쉬는 시간을 미리 정해두면 몰입도를 높일 수 있다. '포모도로 기법',technique,"If you set working and resting hours in advance, you can increase your level of immersion. 'Pomodoro Technique'","技 (skill, art) + 法 (method, law)"
호흡,Noun,긴 호흡이 필요한 과제라면 45~60분 집중하고 10분 쉬어가는 것도 좋다.,sustained effort (lit. breath),"If it's a task that requires a long breath (sustained effort), it's good to focus for 45-60 minutes and then rest for 10 minutes.","呼 (call out, exhale) + 吸 (suck in, inhale)"
플레이,Noun,STEP 5. 플레이리스트를 준비한다.,play,STEP 5. Prepare a playlist.,Pure Korean
리스트,Noun,STEP 5. 플레이리스트를 준비한다.,list,STEP 5. Prepare a playlist.,Pure Korean
준비,Noun,STEP 5. 플레이리스트를 준비한다.,prepare,STEP 5. Prepare a playlist.,"準 (standard, accurate) + 備 (prepare, equip)"
완전히,Adverb,완전히 조용한 공간이 어색하다면 잔잔한 배경 음악을 틀어두는 것도 방법이다.,completely,"If a completely quiet space feels awkward, playing calm background music is also an option.","完 (complete, finish) + 全 (all, whole)"
로,Noun,로파이(Lo-fi)나 앰비언트 음악처럼 집중을 방해하지 않는 음악이 분위기를 부드럽게 만든다.,Lo (as in Lo-fi),"Music that doesn't disturb concentration, like Lo-fi or ambient music, creates a gentle atmosphere.",Pure Korean
파이,Noun,로파이(Lo-fi)나 앰비언트 음악처럼 집중을 방해하지 않는 음악이 분위기를 부드럽게 만든다.,fi (as in Lo-fi),"Music that doesn't disturb concentration, like Lo-fi or ambient music, creates a gentle atmosphere.",Pure Korean
앰비언트,Noun,로파이(Lo-fi)나 앰비언트 음악처럼 집중을 방해하지 않는 음악이 분위기를 부드럽게 만든다.,ambient,"Music that doesn't disturb concentration, like Lo-fi or ambient music, creates a gentle atmosphere.",Pure Korean
테이블,Noun,"함께 하는 테이블 위 간단한 간식과 음료까지 더하면, 밀린 잡무를 처리하는 밤도 생각보다 즐거운 시간이 될 수 있다.",table,"If you add simple snacks and drinks to the table you share, even a night spent catching up on chores can be more enjoyable than you'd expect.",Pure Korean
간식,Noun,"함께 하는 테이블 위 간단한 간식과 음료까지 더하면, 밀린 잡무를 처리하는 밤도 생각보다 즐거운 시간이 될 수 있다.",snack,"If you add simple snacks and drinks to the table you share, even a night spent catching up on chores can be more enjoyable than you'd expect.","間 (interval, between) + 食 (food, eat)"
음료,Noun,"함께 하는 테이블 위 간단한 간식과 음료까지 더하면, 밀린 잡무를 처리하는 밤도 생각보다 즐거운 시간이 될 수 있다.",drinks,"If you add simple snacks and drinks to the table you share, even a night spent catching up on chores can be more enjoyable than you'd expect.","飲 (drink) + 料 (material, ingredient)"
